calendar_year,p1_1stserve_pwon,p1_1stserve_success,p1_2ndserve_pwon,p1_aces,p1_breakpoints_won,p1_doublefaults,p1_max_games_row,p1_max_points_row,p1_servgames_won,p1_tiebreaks_won,p1_total_games_won,p1_total_points_won,p2_1stserve_pwon,p2_1stserve_success,p2_2ndserve_pwon,p2_aces,p2_breakpoints_won,p2_doublefaults,p2_max_games_row,p2_max_points_row,p2_servgames_won,p2_tiebreaks_won,p2_total_games_won,p2_total_points_won,player1_1st_set,player1_2nd_set,player1_3rd_set,player1_4th_set,player1_5th_set,player1_country,player1_name,player1_seed,player1_surname,player1_total_sets,player2_1st_set,player2_2nd_set,player2_3rd_set,player2_4th_set,player2_5th_set,player2_country,player2_name,player2_seed,player2_surname,player2_total_sets,tournament,tournament_phase
[2016],43,49,17,14,4,4,4,7,14,,18,101,34,58,25,12,1,3,3,6,11,,12,81,6,6,6,0,0,AUS,Nick,14,Kyrgios,3,4,4,4,0,0,SVN,Aljaz,,Bedene,0,2589,Round of 128
[2016],,,,,,,,,,,,,,,,,,,,,,,,,3,7,6,6,0,LTU,Ricardas,,Berankis,3,6,6,4,2,0,TUN,Malek,,Jaziri,1,2589,Round of 128
[2016],,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,5,0,HRV,Ivan,,Dodig,1,6,6,6,7,0,UKR,Illya,,Marchenko,3,2589,Round of 128
[2016],33,49,11,3,,8,1,5,7,,7,61,33,40,20,11,,1,5,10,13,,18,92,3,2,2,0,0,CZE,Lukas,,Rosol,0,6,6,6,0,0,GBR,Andy,2,Murray,3,2589,Round of 128
[2016],43,64,25,6,1,3,2,6,12,,13,97,44,51,26,9,4,6,3,7,15,,19,115,5,4,4,0,0,USA,Ernesto,,Escobedo,0,7,6,6,0,0,GBR,Kyle,,Edmund,3,2589,Round of 64
[2016],44,58,25,13,2,9,3,7,12,,14,102,44,58,23,15,4,7,5,7,14,,19,114,6,4,4,0,0,CAN,Vasek,,Pospisil,0,7,6,6,0,0,ZAF,Kevin,23,Anderson,3,2589,Round of 64
[2016],67,74,29,38,,6,3,6,21,,24,133,60,77,24,4,,4,1,5,16,,17,113,6,6,6,6,0,USA,John,20,Isner,3,3,4,7,3,0,BEL,Steve,,Darcis,1,2589,Round of 64
[2016],50,60,27,17,4,3,3,7,17,,21,136,53,82,37,11,2,3,3,8,15,,17,126,6,3,6,6,0,FRA,Jo-Wilfried,9,Tsonga,3,4,6,3,4,0,AUS,James,,Duckworth,1,2589,Round of 64
[2016],37,62,23,6,3,4,3,5,13,,16,89,40,52,26,2,6,4,5,14,15,,21,109,2,4,6,4,0,FRA,Benoit,32,Paire,1,6,6,3,6,0,CYP,,,,3,2589,Round of 64
[2016],71,95,37,7,7,13,5,6,19,,26,170,58,86,33,18,3,15,3,6,14,,18,152,6,7,7,6,0,USA,Ryan,,Harrison,3,7,5,5,1,0,CAN,Milos,5,Raonic,1,2589,Round of 64
[2016],,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,SRB,Novak,1,Djokovic,,0,0,0,0,0,CZE,Jiri,,Vesely,,2589,Round of 64
[2016],,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,0,0,ARG,Guido,,Pella,0,6,6,7,0,0,RUS,,,,3,2589,Round of 64
[2016],44,61,21,12,4,2,3,7,15,,19,106,39,62,27,8,1,2,2,6,11,,12,89,7,6,6,0,0,FRA,Gael,10,Monfils,3,5,4,3,0,0,CZE,Jan,,Satral,0,2589,Round of 64
[2016],53,75,22,14,6,5,6,10,13,,20,134,48,74,24,6,4,5,3,5,11,,15,120,7,6,7,0,0,RUS,Andrey,,Kuznetsov,3,5,4,6,0,0,ESP,Albert,31,Ramos-Vinolas,0,2589,Round of 64
[2016],50,59,28,13,4,7,3,8,14,,20,125,53,80,27,13,3,6,3,6,13,,16,113,7,6,7,0,0,ESP,,,,3,6,4,6,0,0,URY,Pablo,18,Cuevas,0,2589,Round of 64
[2016],30,44,16,10,,3,9,7,11,,18,88,28,52,11,4,,5,1,6,4,,4,57,6,6,6,0,0,USA,Jack,26,Sock,3,1,1,2,0,0,DEU,Mischa,,Zverev,0,2589,Round of 64
[2016],54,69,31,12,7,9,11,7,18,,26,145,57,81,27,5,4,6,3,6,16,,20,123,4,3,7,6,6,FRA,Lucas,24,Pouille,3,6,6,6,2,0,CHE,,,,2,2589,Round of 64
[2016],25,45,14,4,,5,1,4,6,,6,55,24,28,27,5,,5,5,6,12,,18,90,1,2,3,0,0,UKR,Sergiy,,Stakhovsky,0,6,6,6,0,0,HRV,Marin,7,Cilic,3,2589,Round of 64
[2016],,,,,,,,,,,,,,,,,,,,,,,,,7,2,3,2,0,ARG,Federico,,Delbonis,1,5,6,6,6,0,ESP,Roberto,15,Bautista Agut,3,2589,Round of 64
[2016],31,46,20,2,8,2,7,9,11,,19,96,21,37,13,3,2,4,2,8,4,,6,64,6,7,6,0,0,ESP,Rafael,4,Nadal,3,0,5,1,0,0,ITA,Andreas,,Seppi,0,2589,Round of 64
[2016],33,49,19,5,,,1,4,10,,10,76,37,44,24,17,,,3,8,14,,18,94,4,4,2,0,0,FRA,,,,0,6,6,6,0,0,FRA,Nicolas,,Mahut,3,2589,Round of 64
[2016],57,70,23,6,5,7,5,7,17,,22,120,56,70,15,20,3,5,3,6,14,,17,117,6,4,6,6,0,JPN,Kei,6,Nishikori,3,4,6,4,3,0,RUS,Karen,,Khachanov,1,2589,Round of 64
[2016],52,71,33,7,7,2,5,7,18,,25,134,49,66,30,5,5,6,3,7,16,,21,129,3,4,6,6,6,ESP,Pablo,,Carreno Busta,3,6,6,1,4,4,SRB,Janko,,Tipsarevic,2,2589,Round of 64
[2016],30,48,25,4,1,4,2,4,8,,9,80,30,37,31,5,5,3,5,7,13,,18,105,4,1,4,0,0,ESP,Marcel,,Granollers,0,6,6,6,0,0,GBR,Andy,2,Murray,3,2589,Round of 64
[2016],38,53,17,9,6,2,5,10,12,,18,97,24,45,24,2,1,8,3,5,8,,9,73,6,6,6,0,0,AUT,Dominic,8,Thiem,3,4,3,2,0,0,LTU,Ricardas,,Berankis,0,2589,Round of 64
[2016],50,64,18,,4,5,3,5,13,,17,113,53,77,20,,6,4,5,5,14,,20,117,2,4,6,5,0,ESP,Feliciano,16,Lopez,1,6,6,1,7,0,PRT,Joao,,Sousa,3,2589,Round of 64
[2016],,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,7,6,FRA,Gilles,30,Simon,2,3,6,6,6,7,ITA,Paolo,,Lorenzi,3,2589,Round of 64
[2016],48,86,9,7,2,3,3,5,9,,11,96,54,83,11,7,6,4,6,8,13,,19,113,5,3,3,0,0,SRB,Viktor,,Troicki,0,7,6,6,0,0,USA,,,,3,2589,Round of 64
[2016],62,92,23,11,5,8,4,9,17,,22,138,70,92,23,7,6,8,5,8,19,,25,149,6,4,6,4,2,FRA,Jeremy,,Chardy,2,4,6,3,6,6,BGR,Grigor,22,Dimitrov,3,2589,Round of 64
[2016],45,48,19,27,,1,3,6,16,,19,108,52,67,16,6,,10,1,6,13,,13,82,7,6,6,0,0,AUS,Nick,14,Kyrgios,3,5,4,4,0,0,ARG,Horacio,,Zeballos,0,2589,Round of 64
[2016],42,70,21,5,1,7,3,7,11,,12,102,53,66,32,5,4,5,5,7,15,,20,129,1,6,5,0,0,ITA,Alessandro,,Giannessi,0,6,7,7,0,0,CHE,Stan,3,Wawrinka,3,2589,Round of 64
[2016],33,48,16,4,1,2,3,12,10,,11,73,51,60,13,15,4,3,7,15,14,,19,99,6,3,2,0,0,USA,Steve,19,Johnson,0,7,6,6,0,0,ARG,Juan Martin,,Del Potro,3,2589,Round of 64
[2016],58,88,24,6,3,9,3,6,14,,17,128,57,76,29,1,6,6,5,9,17,,23,144,4,4,7,2,0,DEU,Alexander,27,Zverev,1,6,6,5,6,0,GBR,Daniel,,Evans,3,2589,Round of 64
[2016],33,41,23,4,6,9,5,6,12,,18,96,26,53,16,1,2,2,3,4,7,,9,69,6,6,6,0,0,UKR,Illya,,Marchenko,3,2,4,3,0,0,BIH,Damir,,Dzumhur,0,2589,Round of 64
[2016],63,81,20,,,8,3,5,16,,19,118,52,70,16,,,6,1,6,14,,14,106,6,7,6,0,0,HRV,Ivo,21,Karlovic,3,4,6,4,0,0,USA,Donald,,Young,0,2589,Round of 64
[2016],72,130,11,5,6,13,3,11,12,,18,140,80,121,9,8,10,11,7,7,17,,27,163,0,6,7,1,4,ITA,Fabio,,Fognini,2,6,4,5,6,6,ESP,,11,,3,2589,Round of 64
[2016],52,65,28,12,,8,3,9,16,,19,118,49,63,19,13,,10,1,6,13,,13,100,6,6,7,0,0,FRA,Jo-Wilfried,9,Tsonga,3,3,4,6,0,0,ZAF,Kevin,23,Anderson,0,2589,Round of 32
[2016],38,54,35,10,6,1,4,9,13,,20,127,52,75,20,8,4,7,5,6,12,,16,118,6,7,1,6,0,CYP,,,,3,3,6,6,1,0,USA,Ryan,,Harrison,1,2589,Round of 32
[2016],37,44,22,7,,1,3,11,14,,18,87,25,35,19,6,,2,1,4,10,,10,59,6,6,6,0,0,USA,Jack,26,Sock,3,4,3,3,0,0,HRV,Marin,7,Cilic,0,2589,Round of 32
[2016],8,8,4,,,,3,6,3,,4,23,5,10,9,,,,1,3,2,,2,15,4,0,0,0,0,SRB,Novak,1,Djokovic,0,2,0,0,0,0,RUS,,,,0,2589,Round of 32
[2016],38,44,13,9,7,7,3,8,11,,18,96,29,44,18,1,3,8,2,5,7,,10,72,6,6,6,0,0,FRA,Gael,10,Monfils,3,4,2,4,0,0,ESP,,,,0,2589,Round of 32
[2016],65,94,36,14,5,9,7,8,20,,25,155,70,96,26,4,4,1,5,6,19,,23,159,3,7,2,7,6,FRA,Lucas,24,Pouille,3,6,5,6,5,1,ESP,Roberto,15,Bautista Agut,2,2589,Round of 32
[2016],56,70,20,27,1,5,3,7,17,,18,119,60,75,30,14,3,6,3,8,18,,22,123,4,6,2,6,0,USA,John,20,Isner,1,6,3,6,7,0,GBR,Kyle,,Edmund,3,2589,Round of 32
[2016],38,53,14,1,7,6,5,6,11,,18,92,21,37,16,4,2,6,2,5,5,,7,67,6,6,6,0,0,ESP,Rafael,4,Nadal,3,1,4,2,0,0,RUS,Andrey,,Kuznetsov,0,2589,Round of 32
[2016],53,72,29,11,6,6,4,11,14,,20,138,51,74,24,7,5,5,5,6,14,,19,128,1,6,6,7,0,AUT,Dominic,8,Thiem,3,6,4,4,5,0,ESP,Pablo,,Carreno Busta,1,2589,Round of 32
[2016],50,83,15,1,3,4,5,6,10,,13,108,50,69,24,7,7,5,6,7,14,,21,127,4,1,6,2,0,PRT,Joao,,Sousa,1,6,6,3,6,0,BGR,Grigor,22,Dimitrov,3,2589,Round of 32
[2016],43,54,21,6,5,4,5,7,13,,19,100,33,53,17,1,2,4,5,6,9,,11,78,7,6,6,0,0,ARG,Juan Martin,,Del Potro,3,6,2,3,0,0,ESP,,11,,0,2589,Round of 32
[2016],51,81,29,3,4,9,3,8,14,,18,120,48,62,28,11,7,6,3,8,16,,24,141,6,7,2,3,0,ITA,Paolo,,Lorenzi,1,7,5,6,6,0,GBR,Andy,2,Murray,3,2589,Round of 32
[2016],73,108,44,5,3,16,3,5,20,,24,170,78,102,35,12,5,7,5,10,23,,29,189,6,3,7,6,2,GBR,Daniel,,Evans,2,4,6,6,7,6,CHE,Stan,3,Wawrinka,3,2589,Round of 32
[2016],39,58,34,6,7,4,7,6,15,,22,114,32,52,19,2,2,8,3,5,9,,11,91,4,6,6,6,0,JPN,Kei,6,Nishikori,3,6,1,2,2,0,FRA,Nicolas,,Mahut,1,2589,Round of 32
[2016],39,49,27,15,3,5,3,7,15,,19,97,35,48,27,10,1,3,2,9,12,,13,84,6,7,6,0,0,HRV,Ivo,21,Karlovic,3,4,6,3,0,0,USA,,,,0,2589,Round of 32
[2016],33,57,19,18,2,4,3,5,9,,11,78,33,40,18,8,5,4,6,6,11,,16,93,6,4,1,0,0,AUS,Nick,14,Kyrgios,0,4,6,6,0,0,UKR,Illya,,Marchenko,0,2589,Round of 32
[2016],51,77,12,,7,3,4,6,11,,18,99,13,29,21,,2,2,2,5,6,,8,73,6,6,6,0,0,FRA,Gael,10,Monfils,3,3,2,3,0,0,CYP,,,,0,2589,Round of 16
[2016],61,73,27,11,6,9,5,8,18,,24,140,54,82,22,5,1,6,3,6,13,,15,123,6,6,6,6,0,FRA,Jo-Wilfried,9,Tsonga,3,3,3,7,2,0,USA,Jack,26,Sock,1,2589,Round of 16
[2016],63,88,31,1,5,4,4,8,18,,23,156,49,75,51,11,5,4,3,5,18,,24,156,1,6,4,6,6,ESP,Rafael,4,Nadal,2,6,2,6,3,7,FRA,Lucas,24,Pouille,3,2589,Round of 16
[2016],38,51,14,3,8,7,7,8,10,,18,101,30,57,10,3,2,1,3,7,5,,7,70,6,6,6,0,0,SRB,Novak,1,Djokovic,3,2,1,4,0,0,GBR,Kyle,,Edmund,0,2589,Round of 16
[2016],18,32,6,1,1,,3,5,4,,5,41,21,26,12,2,3,,5,7,6,,9,55,3,2,0,0,0,AUT,Dominic,8,Thiem,0,6,3,0,0,0,ARG,Juan Martin,,Del Potro,0,2589,Round of 16
[2016],40,63,27,5,3,,3,6,11,,15,112,64,95,26,7,7,,5,8,17,,24,143,4,1,7,3,0,UKR,Illya,,Marchenko,1,6,6,6,6,0,CHE,Stan,3,Wawrinka,3,2589,Round of 16
[2016],51,60,22,6,,4,3,7,16,,19,104,49,65,14,21,,3,1,4,13,,13,83,6,6,7,0,0,JPN,Kei,6,Nishikori,3,3,4,6,0,0,HRV,Ivo,21,Karlovic,0,2589,Round of 16
[2016],25,49,12,2,1,6,1,4,4,,5,61,32,40,18,9,7,5,8,8,11,,18,94,1,2,2,0,0,BGR,Grigor,22,Dimitrov,0,6,6,6,0,0,GBR,Andy,2,Murray,3,2589,Round of 16
[2016],39,53,13,5,,6,1,5,10,,10,70,40,47,17,13,,2,3,7,14,,18,97,4,3,3,0,0,FRA,Lucas,24,Pouille,0,6,6,6,0,0,FRA,Gael,10,Monfils,3,2589,Quarter-Final
[2016],24,29,12,1,4,3,3,8,8,,12,64,23,33,7,3,1,4,1,6,4,,5,44,6,6,0,0,0,SRB,Novak,1,Djokovic,0,3,2,0,0,0,FRA,Jo-Wilfried,9,Tsonga,0,2589,Quarter-Final
[2016],57,78,22,1,9,4,7,8,15,,24,142,53,77,25,8,8,3,5,6,14,,22,130,1,6,4,6,7,JPN,Kei,6,Nishikori,3,6,4,6,1,5,GBR,Andy,2,Murray,2,2589,Quarter-Final
[2016],55,72,25,3,2,,3,5,15,,17,114,52,68,32,10,4,,7,5,18,,23,126,6,6,3,2,0,ARG,Juan Martin,,Del Potro,1,7,4,6,6,0,CHE,Stan,3,Wawrinka,3,2589,Quarter-Final
[2016],47,69,19,1,8,7,5,9,13,,21,121,37,60,19,11,4,11,5,5,9,,13,96,6,6,3,6,0,SRB,Novak,1,Djokovic,3,3,2,6,2,0,FRA,Gael,10,Monfils,1,2589,Semi-Final
[2016],54,71,23,10,7,8,5,12,16,,23,128,52,72,19,3,4,6,3,7,13,,17,110,4,7,6,6,0,CHE,Stan,3,Wawrinka,3,6,5,4,2,0,JPN,Kei,6,Nishikori,1,2589,Semi-Final
[2016],49,63,32,5,3,7,3,8,15,,19,143,65,92,37,9,6,3,5,8,19,,25,144,7,4,5,3,0,SRB,Novak,1,Djokovic,1,6,6,7,6,0,CHE,Stan,3,Wawrinka,3,2589,Final
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,0,0,ITA,Marco,24,Cecchinato,1,4,6,6,0,0,USA,JC,5,Aragone,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ARG,Leonardo,1,Mayer,2,4,4,0,0,0,FRA,Maxime,,Janvier,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,USA,Mackenzie,,McDonald,2,4,3,0,0,0,DEU,Yannick,,Maden,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,0,USA,Bradley,,Klahn,2,2,6,2,0,0,AUS,Marc,,Polmans,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,FRA,,,,2,0,2,0,0,0,CZE,,,,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,CZE,Jan,,Satral,2,3,2,0,0,0,PRT,Pedro,,Sousa,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,KAZ,Mikhail,6,Kukushkin,2,1,3,0,0,0,SVK,Jozef,,Kovalik,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,0,0,GBR,Brydan,,Klein,1,3,6,7,0,0,FRA,,,,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,USA,Christian,,Harrison,0,2,0,0,0,0,IRL,,,,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,NOR,Casper,25,Ruud,2,4,0,0,0,0,KAZ,Dmitry,11,Popko,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,0,0,USA,Dennis,,Novikov,2,3,6,5,0,0,JPN,Yasutaka,,Uchiyama,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,6,6,0,0,JPN,Tatsuma,,Ito,2,6,3,4,0,0,FRA,Kenny,,de Schepper,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,HRV,Viktor,,Galovic,0,6,6,0,0,0,DEU,Maximilian,,Marterer,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ARG,Guido,,Andreozzi,2,4,1,0,0,0,USA,Stefan,29,Kozlov,0,2589,Qualification
[2017],50,69,22,18,3,5,5,5,15,,18,119,55,72,18,9,1,12,3,7,13,,15,109,6,6,6,0,0,DEU,Peter,8,Gojowczyk,2,7,4,4,0,0,SRB,Nikola,,Milojevic,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,0,0,USA,Reilly,,Opelka,2,7,3,6,0,0,USA,Alexander,,Sarkissian,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ITA,Simone,,Bolelli,2,2,3,0,0,0,DEU,,,,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,KAZ,Alexander,7,Bublik,0,6,6,0,0,0,GBR,Cameron,,Norrie,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,0,0,KAZ,Aleksandr,,Nedovyesov,0,7,7,0,0,0,ITA,Stefano,30,Travaglia,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,1,3,0,0,IND,,,,1,4,6,6,0,0,JPN,Go,22,Soeda,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,0,0,RUS,Teymuraz,,Gabashvili,1,7,4,6,0,0,USA,Sekou,,Bangoura,2,2589,Qualification
[2017],33,41,4,2,,1,5,7,9,,12,62,24,41,5,3,,4,1,3,5,,5,41,6,6,0,0,0,CHE,,,,2,3,2,0,0,0,AUS,Blake,,Mott,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,0,0,SRB,Filip,32,Krajinovic,2,7,4,2,0,0,CZE,Lukas,12,Rosol,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,0,0,CAN,Brayden,,Schnur,1,4,6,7,0,0,USA,Mitchell,,Krueger,2,2589,Qualification
[2017],34,55,,,,,1,4,7,,7,43,41,50,,,,,3,7,10,,12,62,3,4,0,0,0,ARG,Federico,,Coria,0,6,6,0,0,0,BLR,Egor,,Gerasimov,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,0,0,FRA,Quentin,16,Halys,0,7,6,0,0,0,USA,,,,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,FRA,Benjamin,,Bonzi,0,6,6,0,0,0,USA,Raymond,,Sarmiento,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,ITA,Stefano,,Napolitano,0,6,6,0,0,0,SVN,Blaz,,Rola,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,0,0,RUS,Konstantin,,Kravchuk,0,6,7,0,0,0,CAN,Peter,20,Polansky,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,USA,Jeffrey John,,Wolf,0,6,6,0,0,0,AUS,John-Patrick,,Smith,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,FRA,Nicolas,14,Mahut,2,3,4,0,0,0,KOR,Soonwoo,,Kwon,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,0,0,FRA,Calvin,,Hemery,0,7,6,0,0,0,CHL,Nicolas,21,Jarry,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,0,0,SLV,Marcelo,,Arevalo-Gonzalez,0,6,7,0,0,0,ITA,Matteo,28,Berrettini,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,0,0,USA,Austin,,Krajicek,2,6,6,6,0,0,EGY,Mohamed,,Safwat,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,BRB,Darian,,King,2,2,1,0,0,0,USA,Daniel,,Nguyen,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,IND,Ramkumar,,Ramanathan,2,4,4,0,0,0,FRA,,,,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,0,0,CHN,Di,,Wu,1,4,6,6,0,0,GRC,Stefanos,,Tsitsipas,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,SVK,Lukas,15,Lacko,2,3,4,0,0,0,LTU,Laurynas,,Grigelis,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,NLD,Igor,,Sijsling,0,6,6,0,0,0,USA,Michael,31,Mmoh,2,2589,Qualification
[2017],50,65,2,2,,,3,12,10,,13,75,37,59,3,1,,,1,5,8,,8,60,7,6,0,0,0,USA,Evan,,King,2,6,2,0,0,0,ITA,Salvatore,,Caruso,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,TUR,Cem,,Ilkel,2,2,4,0,0,0,USA,William,,Blumberg,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,COL,Alejandro,,Gonzalez,2,6,4,4,0,0,AUS,Matthew,,Ebden,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,ARG,Renzo,17,Olivo,2,6,4,0,0,0,DEU,Jeremy,13,Jahn,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,DEU,Cedrik-Marcel,9,Stebe,2,4,2,0,0,0,BIH,Aldin,,Setkic,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,ARG,Marco,,Trungelliti,2,6,3,0,0,0,USA,,,,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,0,0,ECU,Roberto,,Quiroz,1,6,4,7,0,0,ESP,Adrian,,Menendez-Maceiras,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,FRA,,,,2,4,2,0,0,0,ITA,Lorenzo,3,Giustino,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ARG,Facundo,26,Bagnis,2,2,0,0,0,0,BLR,Ilya,10,Ivashka,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,KOR,Duckhee,,Lee,2,4,3,0,0,0,AUT,Gerald,,Melzer,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,0,0,CAN,,,,2,6,4,4,0,0,ITA,Luca,,Vanni,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,PRT,Joao,,Domingues,0,6,6,0,0,0,MDA,Radu,,Albot,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,BIH,Mirza,,Basic,2,4,6,0,0,0,AUS,,,,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,0,USA,Marcos,,Giron,0,6,6,0,0,0,CHL,Cristian,,Garin,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,0,0,UKR,Illya,,Marchenko,1,3,6,6,0,0,BEL,,,,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,ARG,Leonardo,1,Mayer,2,2,1,0,0,0,FRA,,,,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,KAZ,Mikhail,6,Kukushkin,2,4,6,0,0,0,DEU,Tobias,,Kamke,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,4,7,4,0,0,USA,Bradley,,Klahn,1,6,6,6,0,0,ARG,Guido,,Andreozzi,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,0,0,FRA,,,,2,0,4,0,0,0,JPN,Tatsuma,,Ito,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,5,3,0,0,USA,Dennis,,Novikov,1,3,7,6,0,0,DEU,Maximilian,,Marterer,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,NOR,Casper,25,Ruud,0,6,6,0,0,0,ITA,Simone,,Bolelli,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,USA,Christian,,Harrison,0,6,6,0,0,0,ITA,Stefano,30,Travaglia,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,DEU,Peter,8,Gojowczyk,2,6,2,0,0,0,USA,Reilly,,Opelka,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,BLR,Uladzimir,,Ignatik,0,6,6,0,0,0,AUS,Akira,,Santillan,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,3,7,6,0,0,USA,JC,5,Aragone,2,6,5,3,0,0,ITA,,,,1,2589,Qualification
[2017],17,27,8,1,,4,1,5,4,,4,37,20,25,13,2,,1,5,6,8,,12,56,3,1,0,0,0,CHE,,,,0,6,6,0,0,0,JPN,Go,22,Soeda,2,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,0,0,CZE,Vaclav,,Safranek,2,6,4,5,0,0,DEU,Yannick,,Hanfmann,1,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,0,0,UKR,Sergiy,27,Stakhovsky,2,6,4,0,0,0,CAN,Felix,,Auger-Aliassime,0,2589,Qualification
[2017],,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,0,0,CAN,Denis,18,Shapovalov,2,3,5,0,0,0,PRT,Gastao,,Elias,0,2589,Qualification
